profesor,fecha,comentario,calidad_general,facilidad
"Vega Rugerio, Javier",17/Nov/2016,"la verdad que es exigente, el y sus esposa, pero mas su esposa, es una bruja de lo peor, y el su monigote, es que de plano se va por el relajo pero estando en su territorio es todo un abusivo, te da 10 minutos para responder el examen, cuando la hora de su clase son pues 1 hora.",5.0,6.0
"Vega Rugerio, Javier",25/Jul/2015,"¡Terrible! Acosador, naco. El peor ""maestro"" que he tenido en mi vida. Ya no debería dar clases.",2.0,2.0
"Vega Rugerio, Javier",28/Jul/2014,"Es el peor profesor de toda la facultad!! Nunca lo metan (aunque sea la única opción). Pide dinero, acosa a las niñas, hace comentarios naquísimos y es súper al alburero. Aparte no sabe dar clases y es pésimo profesor.",2.0,8.0
"Vega Rugerio, Javier",20/Ene/2014,"pésimo profesor, JAMAS en verdad JAMAS lo metan,si no tienen otra opción mas que el, es mejor no meter la materia. CORRUPTO, morboso, el peor profesor de la facultad.",2.0,6.0
"Vega Rugerio, Javier",17/Nov/2013,"Es acosador con las mujeres y corrupto, es una pena que existan profesores así en la máxima casa de estudios",2.0,2.0
"Vega Rugerio, Javier",09/May/2013,"MUY MAL PROFESOR! ES DÉSPOTA,PRESUMIDO, IRRESPONSABLE,ETC, EXIGE QUE LLEGUES TEMPRANO CUANDO EL RARA VES LO HACE O DE PLANO NO LLEGA, ES CORRUPTO Y SI LE HACES LA BARBA O LE REGALAS BOTELLAS PASAS, MUY MAL PROFESOR EL PEOR DE LA FACULTAD, NUNCA LO METAS",2.0,2.0
"Vega Rugerio, Javier",15/Feb/2013,"ES IRRESPETUOSO, CORRIENTE Y FEO",2.0,2.0
"Vega Rugerio, Javier",25/Nov/2012,"Es una persona muy responsable y conoce del tema, sin embargo es muy irrespetuoso al dirigirse a sus alumnas y es corrupto, hace los temas muy pesados y su material didáctico es muy malo.",2.0,2.0
"Velazquez Cruz, Rafael",13/Jul/2019,"Es bueno, aprendes y sabe mucho. Lo recomiendo si vas para el área, si no, olvídalo porque sí es tedioso agarrarle el hilo y sería difícil alcanzar el 8, 9 o 10. Evalúa con puros exámenes de opción múltiple un poquito difíciles y tareas opcionales que te ayudan a subir calificación en exámenes.",9.0,4.0
"Velazquez Cruz, Rafael",26/Jun/2019,"Su manera de Evaluar es solo con exámenes, si lees las lecturas que deja, y entiendes el tema, si pasas, puedes ayudarte con la tareas que son OPCIONALES, sin embargo si te ayudan en el promedio :) Es muy amable y accesible",9.0,4.0
"Velazquez, David",07/Dic/2019,"Básicamente te obliga a ser autodidacta, está en ti aprobar o no. Lo recomiendo solo por eso: te hace ver que no siempre tendrás a un profesor que te dé todo, también tienes que hacerlo por tu cuenta. No es malo, ni sus exámenes son imposibles, nada de eso, solo se trata de querer.",6.0,4.0
"Velazquez, David",29/Mar/2019,No sabe transmitir conocimientos...,2.0,6.0
"Velazquez, David",15/Ene/2019,"No lo recomiendo, el Dr. tiene un tono de voz muy bajo y nunca puedes escuchar bien la clase. Es 100% examen y da 20 minutos para responder cada uno. Si da muchas alternativas para aprobar, pero realmente no vale la pena ir si sólo va a dar lo del libro. Para eso mejor mete a otro profesor.",6.0,6.0
"Velazquez, David",20/Dic/2018,"Es un doctor que sabe mucho sobre la materia pero como docente es pésimo, no lo recomiendo, todo el salón se fue a final. Pide minimo 8 en sus 3 exámenes que están super pesados y no es nada accesible.",2.0,2.0
"Velazquez, David",20/Dic/2018,"Tiene mucha memoria, es bastante sabio, pero a la hora de transmitir sus conocimientos, realmente es malísimo. Habla bastante bajito, por lo que si tomas el riesgo de meterlo, es mejor que te sientes hasta adelante.",2.0,2.0
"Velazquez, David",05/Dic/2018,"Pésimo como docente, no se esfuerza para que aprendas. Repite el Carlson, lo cual hace que sus clases sean monótonas.",2.0,2.0
"Velazquez, David",26/Sep/2018,"Sí, su voz es muy baja pero es insignificante a comparación de su forma de impartir clase. También su contenido es del Carlson, pero es abierto a las preguntas y ahí es en donde se encuentra su calidad como docente. Para ser de las primeras clases en neuro, él es una buena opción.",10.0,8.0
"Velazquez, David",09/Sep/2017,"No creo q alguien sepa mas q él, simplemente es el mejor profesor",10.0,10.0
"Velazquez, David",04/Ago/2017,El mejor profesor,10.0,10.0
"Velazquez, David",23/Dic/2016,"si todos los comentarios son ciertos, el profesor sabe mucho pero da mucho que desear, para pasar tienes que aprenderte el Carson y realmente es difícil al principio escuchar sus clases, si no tienes paciencia no lo metas o simplemente metelo y estudia bien el Carson",4.0,8.0
"Velazquez, David",11/Ago/2015,"Es muy buen profesor, sus explicaciones son muy claras y todo viene en el Carlson. Es cierto, habla bajito y tartamudea al principio, pero después agarra confianza y habla normal. Hace tres exámenes por semestre que debes pasar con 8 mínimo, si no, haces una reposición (8 mínimo) y sí no, un final. Son exámenes sencillos pero específicos. Aprendes.",9.0,4.0
"Velazquez, David",10/Dic/2014,"Si se basa siempre en el Carlson pero esta actualizado, explica muy bien, te habitúas a su voz, te explica muchas vecessus exámenes no son complejos si de verdad estudias, no estudies de un día para otro por que no pasaras, te da muchas alternativas para no reprobar. Tendras los conocimiemtos.",10.0,8.0
"Velazquez, David",01/Dic/2014,"Si vas para el área tienes que tomar clase con él. Es un excelente profesor, sus conocimientos son actualizados y te resolverá tus dudas, aunque su voz no le ayuda en mucho. Se hacen 3 exámenes y los tienes que aprobar con mínimo 8. Sus clases básicamente son del Carlson.",9.0,6.0
"Velazquez, David",25/Jul/2014,"Es muy buen profesor, sólo que habla muy bajito. Explica muy bien, básicamente se pasea por el frente del salón explicando la clase de corrido. Se detiene a contestar todas tus dudas. Hace tres exámenes, de los cuales, en cada uno, debes de sacar mínimo 8 para no irte a final, y hay reposiciones.",9.0,8.0
"Velazquez, David",25/Jul/2014,"El Dr. es exigente con sus examenes, sin embargo, están fáciles si lees los capítulos acordados en ""Fisiología de la Conducta"" de Neil Carlson. Es muy bueno en el área, se aprende demasiado.",10.0,8.0
"Velazquez, David",14/Ene/2014,"ES EXCELENTE LO METÍ DOS SEMESTRES SEGUIDOS Y ME ENCANTA, LASTIMA QUE PARA 4 YA NO ESTE PORQUE SI NO SEGUIRÍA CON EL.ENSEÑA MUY BIEN SI TIENES DUDAS TE AYUDA A COMPRENDEDLO CON EJEMPLOS MUY FACILES Y SUS EXAMENES SON MUY FACILES, CLARO SI ESTUDIAS MUCHISIMO.",10.0,4.0
"Velazquez, David",29/Jul/2013,"Es innegable la capacidad del profesor. Sin embargo, además de preocuparte por estudiar, también debes preocuparte de caerle bien a su asistonta",4.0,4.0
"Velazquez, David",08/Jul/2013,,6.0,8.0
"Velazquez, David",06/Feb/2013,"Excelente profesor, sus examenes son del carlson y tiene muy buena forma de explicar. su voz es baja pero se le entiende.",8.0,6.0
"Velazquez, David",04/Feb/2013,"Es de los mejores profesores del área, muy cierto que su voz es algo baja pero se entiende perfectamente! Si tu coco son las neurociencias y tienes problemas de memoria, ni lo metas sufriras todo el semestre; se basa solo en el Carlson y te pide minimo 8 en sus tres parciales recomiendo tomar apuntes de tooodo lo que dice, suele hacer preguntas que no vienen en el libro.",10.0,6.0
"Velazquez, David",30/Jul/2012,"Sabe mucho de su materia, como pocos, conforme va dando los temas te da datos extras y muy interesantes. Aprendes mucho, pero pasas los exámenes estudiando mucho sólo del Carlson. Aunque sí, a veces como habla tan bajito la clase se vuelve aburrida.",8.0,6.0
"Velazquez, David",30/Jul/2012,Su unico defecto es su voz extremadamente baja! Profe David si algun dia lee esto!! Hable mas fuerte! Por piedad!,10.0,6.0
"Velazquez, David",26/Jun/2012,"Es un exelente profesor, el mejor que haya conocido, exelente persona, sabe mucho y con el si aprendes , no importa que tangas que ir los sabados vale la pena",10.0,10.0
"Velazquez, David",22/Jun/2012,es un buen profesor. lo unico negativo puede ser su voz tan baja,10.0,4.0
"Velazquez, David",05/Jun/2012,"Serio, comprometido, puntual, gran docente. Es verdad que tartamudea, que habla bajo y que hace que vayas algunos sábados. Pero, sabe mucho y no tiene inconveniente en decir si desconoce algo. Para quien quiera aprender sobre psicobiología es muy recomendable. Necesitas 8 para aprobar sus exámenes.",10.0,6.0
"Velazquez, David",02/Jun/2012,Excelente profesor!,9.0,6.0
"Velazquez, David",10/Mar/2012,"no digo que no sepa de la materia; pero su voz es extremadamente baja, a veces parecia que hablaba para el mismo, no es ni bueno ni malo pero me arrepiento de haberlo escogido como profesor. Pide 8 de calificacion, sus dibujos en el pizarron son como para verlos con una lupa; hay que aprenderse el carlson de memoria!",2.0,2.0
"Velazquez, David",19/Feb/2012,Excelente¡,10.0,10.0
"Velazquez, David",23/Ene/2012,"Si vas al área de Neuro, definitivamente debes cursar con él. Si bien te pide sacar 8 o más en cada examen, cada examen consta de un capítulo del Carlson. Más que memorizar sin sentido, debes comprender e integrar la información. Si lees antes de entrar a clase te será sencillo. Y sabe muchiisimo!",10.0,10.0
"Velazquez, David",26/Nov/2011,"Es fácil pasar con él, solamente debes leer bien el Carlson y ponerle atención a clases. Lo que me agradó de él es que enseña datos curiosos relacionados con los temas del programa, adora el sarcasmo y se ríe de cómo sufren los alumnos por sus exámenes, lo adoro",9.0,8.0
"Velazquez, David",18/Ago/2011,es facil pasar...solo si te aprendes 100% el carlson...osea no digo que no se pueda y eso de que atiende bien a los estudiantes no es verdad..yo fui a hablar con el por dudas que tenia y se la pasaba ocupado hablando por telefono ademas tenia que venir los sabados...y ni siquiera pasa lista...sinceramente tu solo estas aprendiendo..por que toda su clase gira alrededor del carslon..y ya....es bueno en cuanto que no hay tarea..pero si no te gusta psicofisiologia busca otra mejor opcion...si hay..,6.0,6.0
"Velazquez, David",24/Jul/2011,"La verdad es que si habla bajito, pero cuando te acostumbras hasta sientes que habla fuerte!sus examenes no son la muerte como muchos creen, basta con que te apliques y no andes estudiando un dia antes, es muy amable y se detiene si tienes dudas, es una persona que sabe mucho, pero tienes que leer antes de clase para aportar y hacer buenas preguntas, si lo recomiendo",10.0,8.0
"Velazquez, David",19/Jun/2011,"Ijole, es bn dificil describir a este señor en su manera de dar clase, no dudo que sea un excelente investigador, excelente!!! da conferencias en Londres y el resto... es muy bueno en lo que hace pero reflexionando... es buen maestro?? No lo puedo asegurar, esque todo lo hace pequeño, sus examenes son de la mitad de una hoja super borrosos, si le borras tantito ya no viste nada, su voz es tan bajita, si tartamudea, ademas sus dibujos en el pizarron son taaaaaan pequeños, no se que tenga el profe",8.0,4.0
"Velazquez, David",09/Jun/2011,"Debes pasar sus examenes mínimo con 8, si sacas 7.5 es como un 0 (cero) no te sirve tienes 20 min para contestar el examen, una pregunta por minuto. Es un reto para tu memoria :P",3.0,6.0
"Velazquez, David",06/Jun/2011,"Con él recurse y puedo decir que aprendí mucho más que en mi curso anterior, si es verdad que habla bajito, que de repente se traba, pero si le pones atención y todos se callan aunque estés hasta atras se escucha!!!. hace tres examenes en el semestre que mínimo se deben pasar con 8, cada uno se puede reponer una vez y si no te vas a final, pero todo está en el Carlson.. yo sí lo recomiendo",8.0,6.0
"Velazquez, David",16/May/2011,"Es un gran profesor, siempre brinda ayuda a quien sea que la solicite, sabe mucho y obvio si los alumnos preguntan más sobre cualquier tema te responde, tiene amplia trayectoria como investigador y es muy amable con el alumnado. excelente persona y profesor",10.0,6.0
"Velazquez, David",18/Feb/2011,"Se nota q los q dicen q es pesimo profesor les fue muuy mal con el. David es un excelente profesor, sabe muchisimo y es una persona super atenta. Sí te pide q saques 8 en sus examenes, pero precisamente lo hace para q no nos conformemos con un simple 6. Yo lo recomiendo ampliamente!",10.0,10.0
"Velazquez, David",30/Ene/2011,"Los ke tienen buena memoria lo adoran, pero si eres de akellos ke sufre con la anatomía y fisiología del cuerpo, ni lo metas!!, sus exámanes casi nadie los pasa y sólo tienes 20 min. para contestarlos, tienes ke tener 8 de promedio porke si no, te vas a final y varios lo truenan. Sí sabe, pero sólo del Carlson porke todo lo ke dice, está en el libro y como otros ya lo han dicho, habla ś uper bajito y tartamudea, garabatea cosas bien chikitas en el pizarrón y jamás entiendes sus dibujos.",4.0,2.0
"Velazquez, David",26/Ene/2011,sabra mucho pero tambien hace comentarios un tanto groseros,4.0,4.0
"Velazquez, David",21/Ene/2011,"Necesitas 8.5 para pasar y solo como 5 personas de todo el salon lo lograban. Si quieres andar sufriendo todo el semestre inscribete con el. Fuimos muy pocos los que pasamos, la gran mayoria se fueron a final y aun si no lo pasaron. Habla muy quedito y sus dibujos son pequeños.",5.0,6.0
"Velazquez, David",12/Ene/2011,"es un wen profesor, pero si necesitas sentarte hasta delante para escucharlo porke habla mui bajito, sabe muuuchas cosas. Califica con 3 examenes en los q tienes q sacar minimo 8, si son algo complicados pero la solucion es leer el carlson!",8.0,6.0
"Velazquez, David",03/Dic/2010,"Si quieres esta área vale la pena intentarlo, y recuera autoadministrarte el Carlson",7.0,6.0
"Velazquez, David",23/Sep/2010,"de los mejores profesores que hay en la facultad, mis respetos sabe mucho y da bien la clase",10.0,10.0
"Velazquez, David",10/Jul/2010,"es un buen profe!!!! la verdad sabe mucho, y exactamente: tartamudea y habla muy bajito, sin embargo aprendes mucho!!!!",10.0,6.0
"Velazquez, David",15/Jun/2010,"es muy buen profesor!!!! Con el aprendi muxo, es un poko pesaditos sus examenes, ya q solo te da 20minutos para contestar, pero vale muxo la pena!!!!, como decian su unico defectito es q tartamudea y habla un poko bajito, pero con poner un poko mas de atencion se soluciona.",9.0,6.0
"Velazquez, David",15/Jun/2010,"Es de los mejores. es facil pasar con el xq solo te hace 3 examenes los cuales tienes q pasar con minimo 8, sino pasas alguno haces repocision y sino final. su unico defecto es que tartamudea. Si lo buscas en su cubiculo es muy atento y entiendes mejor.",10.0,8.0
"Velazquez, David",25/May/2010,es un gran profe y tambien buena persona,10.0,4.0
"Velazquez, David",23/May/2010,jaja el comentario de abajo !!!seguro fue de los que sacaba 4 en los examenes....muy buen profe aunque se apega mucho al Carlson,10.0,10.0
"Velazquez, David",10/Abr/2010,[Comentario esperando revisión],4.0,2.0
"Velázquez Lerma, Rita",18/Jun/2021,De las mejores maestras que he tenido. No es fácil su clase ni las exigencias para sus trabajos pero sus enseñanzas quedan tatuadas toda la vida. Prueba de la huella que nos dejó es que fue una de las 5 maestras invitadas para nuestra fiesta de generación,10.0,6.0
"Velázquez Lerma, Rita",24/Dic/2014,"Una vergüenza como pseudoprofesor, no sé por que la dejan entrar.",2.0,2.0
"Velázquez Lerma, Rita",19/Jun/2014,,9.0,4.0
"Velázquez Lerma, Rita",14/Jul/2013,"Extremadamente difícil su materia. Cursarla es un reto, pero de las mejores profesoras que tiene la facultad. Al terminar el semestre, estarás muy por encima de muchas compañeros que desconocen el manual de la APA o metodología en general. Una excelente profesora!",8.0,2.0
"Velázquez Lerma, Rita",09/Ene/2011,Es una verguenza tener este tipo de seudoprofesores auxiliares en nuna universidad pública. Tiene faltas de ortografía hasta para hablar y no sabe expresar ideas simples. Debe reflexionar sobre su incapacidad y renunciar para no hacer más daño.,2.0,2.0
"Velázquez Lerma, Rita",18/Jun/2021,De las mejores maestras que he tenido. No es fácil su clase ni las exigencias para sus trabajos pero sus enseñanzas quedan tatuadas toda la vida. Prueba de la huella que nos dejó es que fue una de las 5 maestras invitadas para nuestra fiesta de generación,10.0,6.0
